TSC Code,Proficiency Level,Proficiency Description,Range of Application,TSC Key ID,TSC Application ID
FSS-FBS-3021-1.1,3,Prepare complex Western dry-heat dishes using a combination of dry-heat cooking techniques with fine-plated presentations,"Western dry-heat cooking techniques may include but are not limited to:
- Roasting
- Baking 
- Broiling and Grilling 
- Pan-frying and gridding 
- Sautéing 
- Deep-frying and shallow-frying
- Stir-frying 
- Gratin
- Steam-baking and poach-baking

Standard Western dry-heat dishes may include but are not limited to:
- Egg and dairy dishes 
- Grains and legumes
- Potato and pasta
 
Complex Western dry-heat dishes may include but are not limited to:
- Confit 
- Turducken
- Beef wellington
- Salt-crusted fish
- Chicken roulade 
- Suitability of colours, heights, shapes and textures of Western dry-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1345,320
FSS-FBS-1022-1.1,1,Prepare ingredients and components of Western moist-heat dishes with different types of flavouring techniques and equipment,"Western moist-heat cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing 
- Sous vide

Standard Western moist-heat dishes may include but are not limited to:
- Grains and legumes
- Potato and pasta
- Stocks and soups
 
Complex Western moist-heat dishes may include but are not limited to:
- Beef stew 
- Braised Lamb Shanks
- Braised Belgian Endives
- Beef Bourguignon
- Osso Buco
- Coq Au Vin 
- Suitability of colours, heights, shapes and textures of Western moist-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1346,321
FSS-FBS-2022-1.1,2,Prepare standard Western moist-heat dishes with menu-based presentations,"Western moist-heat cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing 
- Sous vide

Standard Western moist-heat dishes may include but are not limited to:
- Grains and legumes
- Potato and pasta
- Stocks and soups
 
Complex Western moist-heat dishes may include but are not limited to:
- Beef stew 
- Braised Lamb Shanks
- Braised Belgian Endives
- Beef Bourguignon
- Osso Buco
- Coq Au Vin 
- Suitability of colours, heights, shapes and textures of Western moist-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1346,322
FSS-FBS-3022-1.1,3,Prepare complex Western moist-heat dishes using a combination of moist-heat cooking techniques with fine-plated presentations,"Western moist-heat cooking techniques may include but are not limited to:
- Poaching
- Simmering
- Boiling
- Blanching
- Steaming
- Braising
- Stewing 
- Sous vide

Standard Western moist-heat dishes may include but are not limited to:
- Grains and legumes
- Potato and pasta
- Stocks and soups
 
Complex Western moist-heat dishes may include but are not limited to:
- Beef stew 
- Braised Lamb Shanks
- Braised Belgian Endives
- Beef Bourguignon
- Osso Buco
- Coq Au Vin
- Suitability of colours, heights, shapes and textures of Western moist-heat dishes may differ for different organisations based on the kitchen’s standard operating procedures, recipes and choice of ingredients used.",1346,323
ICT-SNA-4023-1.1,4,Coach teams in the conduct of Agile practices and the implementation of Agile methodologies and practices in the organisation,"Agile methodologies and frameworks may include but not limited to:
- Agile Scrum Methodologies",1652,324
ICT-SNA-5023-1.1,5,"Evaluate the effectiveness of Agile processes, standards, learning content and implementation plans to transition teams to Agile methodologies","Agile methodologies and frameworks may include but not limited to:
- Agile Scrum Methodologies",1652,325
ICT-SNA-6023-1.1,6,"Formulate the organisation’s Agile coaching and mentoring frameworks, processes and standards to drive adoption of the Agile methodologies and practices","Agile methodologies and frameworks may include but not limited to:
- Agile Scrum Methodologies",1652,326
ICT-SNA-3005-1.1,3,Identify risks and their business impact and propose measures to manage risks,"For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1658,327
ICT-SNA-5005-1.1,5,"Critically evaluate, review and drive organisation-wide risk mitigation and management initiatives","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1658,328
ICT-SNA-6005-1.1,6,"Anticipate emerging threats and potential risks, and define the overarching risk management strategy for the business","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1658,329
ICT-PMT-3026-1.1,3,"Oversee small projects or programmes, managing timelines, resources, risks and stakeholders","Programme and project management methodologies may include but are not limited to:
- Agile
- Six sigma
- Scrum
- Waterfall",1669,330
ICT-PMT-4026-1.1,4,"Plan and drive medium scale projects or programmes, including allocating resources to different parts, and engaging stakeholders on the project's progress and outcomes","Programme and project management methodologies may include but are not limited to:
- Agile
- Six sigma
- Scrum
- Waterfall",1669,331
ICT-PMT-5026-1.1,5,"Lead end-to-end management of large programmes or multiple projects concurrently, coordinating project interdependencies","Programme and project management methodologies may include but are not limited to:
- Agile
- Six sigma
- Scrum
- Waterfall",1669,332
ICT-PMT-6026-1.1,6,"Direct the management and authorise ownership of multiple large, complex programmes and projects, ensuring alignment with strategic business priorities","Programme and project management methodologies may include but are not limited to:
- Agile
- Six sigma
- Scrum
- Waterfall",1669,333
ICT-DES-3001-1.1,3,"Identify data requirements and support the design of database models, incorporating parameters, fields and mechanisms for the maintenance, storage and retrieval of data","Types of database models may include, but are not limited to:
- Hierarchical database model 
- Network model
- Relational model
- Entity–attribute–value model
- NoSQL database model",1672,334
ICT-DES-4001-1.1,4,"Design data models and data flow diagrams and mechanisms to optimise the flow, maintenance, storage and retrieval of data","Types of database models may include, but are not limited to:
- Hierarchical database model 
- Network model
- Relational model
- Entity–attribute–value model
- NoSQL database model",1672,335
ICT-DES-5001-1.1,5,"Establish a strategy for the creation of large-scale data models and structures and spearhead the implementation of database technology, architectures, software and facilities","Types of database models may include, but are not limited to:
- Hierarchical database model 
- Network model
- Relational model
- Entity–attribute–value model
- NoSQL database model",1672,336
ICT-ACE-3014-1.1,3,Apply design thinking methodologies and execute design thinking processes to challenge norms and conventions in the organisation,"For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1673,337
ICT-ACE-4014-1.1,4,Facilitate and guide stakeholders to apply design thinking methodologies and processes for the organisation,"For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1673,338
ICT-ACE-5014-1.1,5,"Establish effective design thinking processes, methodologies and frameworks to proliferate design thinking across the organisation","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1673,339
ICT-ACE-6014-1.1,6,"Transform organisational operations, processes and systems by contextualising and incorporating design thinking processes and methodologies for the organisation","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1673,340
ICT-DES-3003-1.1,3,Translate a broader infrastructure blueprint into technical specifications  and develop prototypes for simple infrastructure components,"Various kinds of infrastructure models may include but are not limited to:
- Telecommunications models 
- Platform systems models
- Virtualisation models 
- Broadband models",1677,341
ICT-DES-4003-1.1,4,Define and deliver technical and conceptual visualisation of IT infrastructure components and features,"Various kinds of infrastructure models may include but are not limited to:
- Telecommunications models 
- Platform systems models
- Virtualisation models 
- Broadband models",1677,342
ICT-DES-5003-1.1,5,"Project infrastructure requirements  and define IT infrastructure design policies and principles, evaluating the viability and managing the impact of design options","Various kinds of infrastructure models may include but are not limited to:
- Telecommunications models 
- Platform systems models
- Virtualisation models 
- Broadband models",1677,343
 ICT-DES-3005-1.1,3,"Design simple software components, assessing functionality of different elements, and produce design documentation","Types of Software Applications may include but are not limited to:
- Mobile/Native Applications 
- Augmented Reality / Virtual Reality Applications
- Web Applications
- Hybrid Applications
- Cloud Applications

- Types of methodologies may include but not limited to:
- Agile Software Development
- Design Pattern 
- Extreme Programming
- Object-Oriented",1680,344
ICT-DIT-3014-1.1,3,"Identify appropriate scripts and tools, and configure software products to run effectively on various platforms","Approaches and practices for software configuration may include:
- Continuous Integration
- Continuous Deployment
- Software Version Control 
- DevOps",1712,345
 ICT-DES-4005-1.1,4,"Create a software design blueprint based on a broad design concept, and business and user requirements","Types of Software Applications may include but are not limited to:
- Mobile/Native Applications 
- Augmented Reality / Virtual Reality Applications
- Web Applications
- Hybrid Applications
- Cloud Applications

- Types of methodologies may include but not limited to:
- Agile Software Development
- Design Pattern 
- Extreme Programming
- Object-Oriented",1680,346
 ICT-DES-5005-1.1,5,Translate complex software ideas and concepts into a design blueprint and establish key design principles and methodologies,"Types of Software Applications may include but are not limited to:
- Mobile/Native Applications 
- Augmented Reality / Virtual Reality Applications
- Web Applications
- Hybrid Applications
- Cloud Applications

- Types of methodologies may include but not limited to:
- Agile Software Development
- Design Pattern 
- Extreme Programming
- Object-Oriented",1680,347
 ICT-DES-6005-1.1,6,"Inspire new and innovative software design ideas, and align design principles and parameters with current and future needs","Types of Software Applications may include but are not limited to:
- Mobile/Native Applications 
- Augmented Reality / Virtual Reality Applications
- Web Applications
- Hybrid Applications
- Cloud Applications

- Types of methodologies may include but not limited to:
- Agile Software Development
- Design Pattern 
- Extreme Programming
- Object-Oriented",1680,348
ICT-DES-4006-1.1,4,"Develop a solution architecture and prepare a technical blueprint for a given area, demonstrating how the solution addresses requirements","Types of Software Applications may include but are not limited to:
- Mobile/Native Applications 
- Augmented Reality / Virtual Reality Applications
- Web Applications
- Hybrid Applications
- Cloud Applications

- Types of methodologies may include but not limited to:
- Agile Software Development
- Design Pattern 
- Extreme Programming
- Object-Oriented",1681,349
ICT-DES-5006-1.1,5,Establish frameworks and determine relevant tools and techniques to guide the development IT solutions,"Types of Software Applications may include but are not limited to:
- Mobile/Native Applications 
- Augmented Reality / Virtual Reality Applications
- Web Applications
- Hybrid Applications
- Cloud Applications

- Types of methodologies may include but not limited to:
- Agile Software Development
- Design Pattern 
- Extreme Programming
- Object-Oriented",1681,350
ICT-DES-6006-1.1,6,"Synthesise new trends and developments in or beyond the Infocomm Technology (ICT) industry, and lead the development of innovative and ground-breaking solutions that have significant industry impact","Types of Software Applications may include but are not limited to:
- Mobile/Native Applications 
- Augmented Reality / Virtual Reality Applications
- Web Applications
- Hybrid Applications
- Cloud Applications

- Types of methodologies may include but not limited to:
- Agile Software Development
- Design Pattern 
- Extreme Programming
- Object-Oriented",1681,351
ICT-DIT-3019-1.1,3,"Adopt Agile software development methodologies to develop, improve and deploy software applications","Agile methodologies and frameworks may include but not limited to:
- Agile Scrum Methodology
- Lean or Agile Software Development
- Kanban
- Extreme Programming (XP)
- Crystal
- Dynamic Systems Development Method (DSDM)
- Native / Mobile application development
- Web application development
- Desktop application development
- Augmented reality application development
- Virtual reality / context-aware application development
- Game development",1685,352
ICT-DIT-4019-1.1,4,Plan Agile software development processes for software applications development,"Agile methodologies and frameworks may include but not limited to:
- Agile Scrum Methodology
- Lean or Agile Software Development
- Kanban
- Extreme Programming (XP)
- Crystal
- Dynamic Systems Development Method (DSDM)
- Native / Mobile application development
- Web application development
- Desktop application development
- Augmented reality application development
- Virtual reality / context-aware application development
- Game development",1685,353
ICT-DIT-5019-1.1,5,"Lead Agile software development processes and ensure end-to-end management of processes for seamless development, deployment and delivery of software applications","Agile methodologies and frameworks may include but not limited to:
- Agile Scrum Methodology
- Lean or Agile Software Development
- Kanban
- Extreme Programming (XP)
- Crystal
- Dynamic Systems Development Method (DSDM)
- Native / Mobile application development
- Web application development
- Desktop application development
- Augmented reality application development
- Virtual reality / context-aware application development
- Game development",1685,354
ICT-DIT-6019-1.1,6,"Establish the organisation’s policies, standards and guidelines for Agile software development to drive adoption of the Agile methodologies and its practices","Agile methodologies and frameworks may include but not limited to:
- Agile Scrum Methodology
- Lean or Agile Software Development
- Kanban
- Extreme Programming (XP)
- Crystal
- Dynamic Systems Development Method (DSDM)
- Native / Mobile application development
- Web application development
- Desktop application development
- Augmented reality application development
- Virtual reality / context-aware application development
- Game development",1685,355
ICT-DIT-3002-1.1,3,"Develop basic applications with secure features, run routine application tests, and conduct debugging to resolve errors","Long term vision and immediate objectives of the application
- Key characteristics, pros and cons of different application development methodologies
- New and emerging trends in application development
- Advanced programming languages and tools, and their uses in different contexts for different application features
- Applicability and reusability of externally developed codes and components
- Relative criticality or importance of different application components or properties
- Various debugging processes and suitability for different contexts
- Feasibility analysis for incorporating new, complex or advanced features or capabilities
- Measures of software complexity
- Industry best practices in secure software and applications development
- New and emerging secure software and applications development techniques, tools and approaches
- New and emerging techniques for seamless software deployment",1686,356
ICT-DIT-4014-1.1,4,"Establish and revise an effective release and configuration plan, and evaluate configuration test results to recommend modifications to the product or deployment process","Approaches and practices for software configuration may include:
- Continuous Integration
- Continuous Deployment
- Software Version Control 
- DevOps",1712,357
ICT-DIT-4002-1.1,4,"Plan the application development process, program applications and secure features, applying suitable debugging techniques to resolve complex errors","Long term vision and immediate objectives of the application
- Key characteristics, pros and cons of different application development methodologies
- New and emerging trends in application development
- Advanced programming languages and tools, and their uses in different contexts for different application features
- Applicability and reusability of externally developed codes and components
- Relative criticality or importance of different application components or properties
- Various debugging processes and suitability for different contexts
- Feasibility analysis for incorporating new, complex or advanced features or capabilities
- Measures of software complexity
- Industry best practices in secure software and applications development
- New and emerging secure software and applications development techniques, tools and approaches
- New and emerging techniques for seamless software deployment",1686,358
ICT-DIT-5002-1.1,5,Lead large-scale or business-critical application development projects and explore the incorporation of analytics and advanced capabilities to enhance the application,"Long term vision and immediate objectives of the application
- Key characteristics, pros and cons of different application development methodologies
- New and emerging trends in application development
- Advanced programming languages and tools, and their uses in different contexts for different application features
- Applicability and reusability of externally developed codes and components
- Relative criticality or importance of different application components or properties
- Various debugging processes and suitability for different contexts
- Feasibility analysis for incorporating new, complex or advanced features or capabilities
- Measures of software complexity
- Industry best practices in secure software and applications development
- New and emerging secure software and applications development techniques, tools and approaches
- New and emerging techniques for seamless software deployment",1686,359
ICT-DIT-3003-1.1,3,"Integrate data and functions across application programs, and perform follow up tests to verify proper functioning","Types of applications may include, but are not limited to:
- Mobile/Native Applications
- PC Applications
- Web Applications
- Hybrid Applications",1687,360
ICT-DIT-4003-1.1,4,"Oversee end-to-end process of application integration, determining suitable middleware and testing procedures and resolving issues that arise","Types of applications may include, but are not limited to:
- Mobile/Native Applications
- PC Applications
- Web Applications
- Hybrid Applications",1687,361
ICT-DIT-5003-1.1,5,Establish a business case for application integration and introduce new middleware tools and methodologies to enable both intra- and inter-enterprise application integration,"Types of applications may include, but are not limited to:
- Mobile/Native Applications
- PC Applications
- Web Applications
- Hybrid Applications",1687,362
ICT-DIT-3020-1.1,3,Deploy cloud solutions and resolve cloud integration issues,"Cloud Computing services and skills may include but not limited to:
- Amazon Web Services (AWS)
- Microsoft Azure
- Google Cloud Platform
- Apache Hadoop
- Python
- Scala
- Python
- Perl
- Ruby
- MongoDB
- MySQL
- PHP
- Java
- Microsoft .NET Framework",1688,363
ICT-DIT-4020-1.1,4,Develop plans to implement cloud solutions,"Cloud Computing services and skills may include but not limited to:
- Amazon Web Services (AWS)
- Microsoft Azure
- Google Cloud Platform
- Apache Hadoop
- Python
- Scala
- Python
- Perl
- Ruby
- MongoDB
- MySQL
- PHP
- Java
- Microsoft .NET Framework",1688,364
ICT-DIT-5020-1.1,5,Evaluate the suitability of cloud solutions against organisational requirements and business needs,"Cloud Computing services and skills may include but not limited to:
- Amazon Web Services (AWS)
- Microsoft Azure
- Google Cloud Platform
- Apache Hadoop
- Python
- Scala
- Python
- Perl
- Ruby
- MongoDB
- MySQL
- PHP
- Java
- Microsoft .NET Framework",1688,365
ICT-DIT-6020-1.1,6,Build actionable strategy plans and policies for the introduction and adoption of cloud solutions across the organisation,"Cloud Computing services and skills may include but not limited to:
- Amazon Web Services (AWS)
- Microsoft Azure
- Google Cloud Platform
- Apache Hadoop
- Python
- Scala
- Python
- Perl
- Ruby
- MongoDB
- MySQL
- PHP
- Java
- Microsoft .NET Framework",1688,366
ICT-DIT-3021-1.1,3,Identify and utilise appropriate statistical algorithms and data models to test hypotheses and derive patterns or solutions,"Types or sub-specialties of algorithms and advanced computational methods may include, but are not limited to: 
- Machine learning
- Natural language processing 
- Geospatial algorithms
- IoT time series
- Deep learning
- Reinforcement learning models",1689,367
ICT-DIT-4021-1.1,4,Develop and utilise new algorithms and advanced statistical models to enable the production of desired outcomes,"Types or sub-specialties of algorithms and advanced computational methods may include, but are not limited to: 
- Machine learning
- Natural language processing 
- Geospatial algorithms
- IoT time series
- Deep learning
- Reinforcement learning models",1689,368
ICT-DIT-5021-1.1,5,"Design advanced statistical and computational models, and spearhead the application of algorithms and modelling techniques to new domains","Types or sub-specialties of algorithms and advanced computational methods may include, but are not limited to: 
- Machine learning
- Natural language processing 
- Geospatial algorithms
- IoT time series
- Deep learning
- Reinforcement learning models",1689,369
ICT-DIT-3023-1.1,3,"Perform continuous integration and continuous deployment (CI/CD) activities based on developed plans to build, test and deploy release packages into live environment","Types of software applications / various platforms on which the skill can be applied may include, but are not limited to:
- Mobile/Native 
- Augmented Reality/Virtual Reality 
- Web
- Hybrid
- Cloud

- Types of methodologies may include but not limited to:
- Agile Software Development
- Continuous Integration
- Continuous Deployment
- Design Pattern 
- Extreme Programming
- Object-Oriented Programming",1692,370
ICT-DIT-4023-1.1,4,"Develop plans for continuous integration and continuous deployment (CI/CD) based on design specifications, build, test and deploy release packages into live environment","Types of software applications / various platforms on which the skill can be applied may include, but are not limited to:
- Mobile/Native 
- Augmented Reality/Virtual Reality 
- Web
- Hybrid
- Cloud

- Types of methodologies may include but not limited to:
- Agile Software Development
- Continuous Integration
- Continuous Deployment
- Design Pattern 
- Extreme Programming
- Object-Oriented Programming",1692,371
ICT-DIT-5023-1.1,5,"Establish and advise on the organisation’s continuous integration and continuous deployment (CI/CD) policies and plans, manage the build, test and deployment of packages into live environment","Types of software applications / various platforms on which the skill can be applied may include, but are not limited to:
- Mobile/Native 
- Augmented Reality/Virtual Reality 
- Web
- Hybrid
- Cloud

- Types of methodologies may include but not limited to:
- Agile Software Development
- Continuous Integration
- Continuous Deployment
- Design Pattern 
- Extreme Programming
- Object-Oriented Programming",1692,372
ICT-DIT-2005-1.1,2,"Utilise appropriate tools, systems and techniques to collect, store, extract, transform and load data according to set guidelines","Illustrative examples of database systems: Hadoop, Oracle Database, Microsoft SQL System, NoSQL etc.",1694,373
ICT-DIT-3005-1.1,3,"Implement data management processes and systems to map data sources, processes and relationships, and transform and process multiple streams of data","Illustrative examples of database systems: Hadoop, Oracle Database, Microsoft SQL System, NoSQL etc.",1694,374
ICT-DIT-4005-1.1,4,"Translate business requirements into data structures and processes to standardise data, verify data reliability and validity, store, extract, transform, load and integrate data","Illustrative examples of database systems: Hadoop, Oracle Database, Microsoft SQL System, NoSQL etc.",1694,375
ICT-DIT-5005-1.1,5,"Lead the creation of data management procedures and oversee the integration of data, ensuring optimisation of the organisation's data pipeline","Illustrative examples of database systems: Hadoop, Oracle Database, Microsoft SQL System, NoSQL etc.",1694,376
ICT-DIT-3006-1.1,3,Select appropriate visualisation techniques and develop dashboards to reflect data trends and findings,"Data visualisation tools may include, but are not limited to:
- Tableau
- HTML/CSS
- SAS Visual Analytics
- R

Data visualisation techniques may include, but are not limited to:
- Line charts
- Network diagram
- Map frequency chart",1695,377
ICT-DIT-4006-1.1,4,"Design data displays to present trends and finding, incorporating new and advanced visualisation techniques and analytics capabilities","Data visualisation tools may include, but are not limited to:
- Tableau
- HTML/CSS
- SAS Visual Analytics
- R

Data visualisation techniques may include, but are not limited to:
- Line charts
- Network diagram
- Map frequency chart",1695,378
ICT-DIT-5006-1.1,5,"Establish an effective data visualisation architecture and design intelligent and adaptable displays employing optimal delivery modes, mechanisms and timings","Data visualisation tools may include, but are not limited to:
- Tableau
- HTML/CSS
- SAS Visual Analytics
- R

Data visualisation techniques may include, but are not limited to:
- Line charts
- Network diagram
- Map frequency chart",1695,379
ICT-DIT-1008-1.1,1,"Set up and remove basic infrastructure and associated equipment, and run basic tests on the on-site systems, infrastructure components and equipment","Types of networks may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network
- Next generation network (NGN) 
- Wide area network (WAN)",1698,380
ICT-DIT-2008-1.1,2,"Deploy, deactivate and decommission infrastructure components, verify performance through installation tests, and resolve basic infrastructure deployment issues","Types of networks may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network
- Next generation network (NGN) 
- Wide area network (WAN)",1698,381
ICT-DIT-3008-1.1,3,"Detail an infrastructure installation and testing plan for suitable site locations, resolving infrastructure malfunctions where required","Types of networks may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network
- Next generation network (NGN) 
- Wide area network (WAN)",1698,382
ICT-DIT-4008-1.1,4,"Lead large-scale installation projects, involving deployment, decommissioning and coordination of multiple hardware and software deployment plans","Types of networks may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network
- Next generation network (NGN) 
- Wide area network (WAN)",1698,383
ICT-DIT-2009-1.1,2,Perform basic configuration of network components and monitor user network access,"Types of networks may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network
- Next generation network (NGN)
- Wide area network (WAN)",1700,384
ICT-DIT-3009-1.1,3,"Implement and configure servers and devices in line with network blueprint, and manage user network access","Types of networks may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network
- Next generation network (NGN)
- Wide area network (WAN)",1700,385
ICT-DIT-4009-1.1,4,Evaluate organisational network requirements and develop a network configuration blueprint,"Types of networks may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network
- Next generation network (NGN)
- Wide area network (WAN)",1700,386
ICT-DIT-2014-1.1,2,"Apply standard scripts and tools to deploy software products, and document release and deployment activities as well as modifications to software configurations","Approaches and practices for software configuration may include:
- Continuous Integration
- Continuous Deployment
- Software Version Control 
- DevOps",1712,387
ICT-DIT-4015-1.1,4,Define the testing objectives and criteria for success and oversee the testing and follow up processes for software products,"Types of testing may include but are not limited to:
- Unit Testing
- Integration Testing
- System Testing
- Acceptance Testing",1713,388
ICT-DIT-3016-1.1,3,Perform basic compatibility assessments and integrate selected system components according to a plan,"Types of networks for integration may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network 
- Next generation network (NGN) 
- Wide area network (WAN)
- Cloud based network

Types of platforms for integration may include but are not limited to:
- Mobile Platforms (e.g., Android, IOS)
- Operating system platform (e.g., Mac, Microsoft Windows, Linux )
- Enterprise Resource Platforms (e.g., SAP, Oracle)
- Software platforms (e.g., Java,.NET Framework)",1714,389
ICT-DIT-4016-1.1,4,Determine interoperability of system components and develop a system integration plan,"Types of networks for integration may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network 
- Next generation network (NGN) 
- Wide area network (WAN)
- Cloud based network

Types of platforms for integration may include but are not limited to:
- Mobile Platforms (e.g., Android, IOS)
- Operating system platform (e.g., Mac, Microsoft Windows, Linux )
- Enterprise Resource Platforms (e.g., SAP, Oracle)
- Software platforms (e.g., Java,.NET Framework)",1714,390
ICT-DIT-5016-1.1,5,"Design a feasible integration roadmap, monitor system integration outcomes and drive enhancements to integration plans","Types of networks for integration may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network 
- Next generation network (NGN) 
- Wide area network (WAN)
- Cloud based network

Types of platforms for integration may include but are not limited to:
- Mobile Platforms (e.g., Android, IOS)
- Operating system platform (e.g., Mac, Microsoft Windows, Linux )
- Enterprise Resource Platforms (e.g., SAP, Oracle)
- Software platforms (e.g., Java,.NET Framework)",1714,391
ICT-DIT-6016-1.1,6,Establish an integration strategy and a clear vision for an integrated ICT architectural design.,"Types of networks for integration may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network 
- Next generation network (NGN) 
- Wide area network (WAN)
- Cloud based network

Types of platforms for integration may include but are not limited to:
- Mobile Platforms (e.g., Android, IOS)
- Operating system platform (e.g., Mac, Microsoft Windows, Linux )
- Enterprise Resource Platforms (e.g., SAP, Oracle)
- Software platforms (e.g., Java,.NET Framework)",1714,392
ICT-DIT-2017-1.1,2,"Identify and document the basic tools, testware, resources and processes to carry out required tests","Test planning may be applied but are not limited to:
- Stress Tests
- Load Tests
- Volume Tests
- Baseline Tests",1715,393
ICT-DIT-3017-1.1,3,"Determine requirements and develop a phase test plan, identifying optimal schedules and means for executing test scripts","Test planning may be applied but are not limited to:
- Stress Tests
- Load Tests
- Volume Tests
- Baseline Tests",1715,394
ICT-DIT-4017-1.1,4,"Define testing objectives, and design a master test plan including a series of systematic test procedures to achieve them","Test planning may be applied but are not limited to:
- Stress Tests
- Load Tests
- Volume Tests
- Baseline Tests",1715,395
ICT-DIT-5017-1.1,5,"Develop a test strategy, and establish testing policies, guidelines and metrics according to internal and external standards","Test planning may be applied but are not limited to:
- Stress Tests
- Load Tests
- Volume Tests
- Baseline Tests",1715,396
ICT-SNA-3001-1.1,3,"Conduct audits, analyse results and implement changes to address identified gaps","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1720,397
ICT-SNA-4001-1.1,4,Develop and enhance compliance processes based on an evaluation of gaps in business and IT operations,"For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1720,398
ICT-SNA-5001-1.1,5,"Establish audit and compliance strategy and objectives for the organisation, ensuring robustness of internal controls are strengthened","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1720,399
ICT-LGL-3004-1.1,3,"Apply and uphold principles of professional, legal and ethical conduct, policies and procedures in the handling of data","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1722,400
ICT-LGL-4004-1.1,4,Analyse unethical practices and apply ethical decision-making models and strategies to address ethical dilemmas and issues,"For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1722,401
ICT-LGL-5004-1.1,5,"Formulate the organisation’s code of ethics, systems and processes to ensure adherence to professional, legal and ethical requirements for data usage","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1722,402
ICT-LGL-6004-1.1,6,"Drive professional, legal and ethical accountability and responsibility within and across organisations","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1722,403
ICT-SNA-4008-1.1,4,"Implement guidelines, laws, statutes and regulations on appropriate handling of data at various stages in their lifecycle, and monitor compliance with data policies","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1723,404
