TSC Title,Proficiency Level,jobid,jtid,TSC Key ID
Service Excellence,1,95,29343,2396
Workplace Safety and Health Culture Development,2,95,29344,2406
Workplace Safety and Health for Fire Prevention and Fire Fighting,1,95,29345,2409
Workplace Safety and Health for Incident and Accident Investigation,2,95,29346,2410
Workplace Traffic Safety Management,1,95,29347,2411
Budgeting,4,426,29348,2307
Bus Operations Control Management,5,426,29349,2304
Bus Regulatory Compliance,4,426,29350,2316
Business Continuity Planning,5,426,29351,2308
Change Management,4,426,29352,2309
Continuous Improvement Management,4,426,29353,2332
Crisis Management,5,426,29354,2320
Data and Statistical Analytics,3,426,29355,2310
Health and Fatigue Risk Management,3,426,29356,2403
Manpower Planning and Deployment,4,426,29357,2329
Organisational Planning and Target Setting,4,426,29358,2312
People Development,4,426,29359,2330
Report Writing,3,426,29360,2314
Staff Performance Management,4,426,29361,2331
Stakeholder Management,4,426,29362,2397
Workplace Safety and Health Culture Development,5,426,29363,2406
Workplace Safety and Health for Incident and Accident Investigation,5,426,29364,2410
Bus Equipment and Systems Operation,2,1214,29365,2300
Bus Fare Management,2,1214,29366,2301
Bus Regulatory Compliance,3,1214,29367,2316
Bus Service Route Operations Training and Development,3,1214,29368,2305
Bus Vehicle Operations,2,1214,29369,2306
Crisis Management,2,1214,29370,2320
Health and Fatigue Risk Management,1,1214,29371,2403
People Development,3,1214,29372,2330
Service Excellence,3,1214,29373,2396
Workplace Safety and Health Culture Development,3,1214,29374,2406
Workplace Safety and Health for Fire Prevention and Fire Fighting,1,1214,29375,2409
Workplace Safety and Health for Incident and Accident Investigation,2,1214,29376,2410
Workplace Traffic Safety Management,2,1214,29377,2411
Bus Operations Control Management,3,791,29378,2304
Bus Regulatory Compliance,3,791,29379,2316
Continuous Improvement Management,3,791,29380,2332
Crisis Management,3,791,29381,2320
Data and Statistical Analytics,1,791,29382,2310
Health and Fatigue Risk Management,1,791,29383,2403
Learning and Development,2,791,29384,2328
Report Writing,2,791,29385,2314
Stakeholder Management,3,791,29386,2397
Workplace Safety and Health Culture Development,3,791,29387,2406
Workplace Safety and Health for Incident and Accident Investigation,3,791,29388,2410
Budgeting,4,534,29389,2307
Bus Depot Operations,4,534,29390,2299
Bus Garaging,4,534,29391,2302
Bus Regulatory Compliance,4,534,29392,2316
Business Continuity Planning,5,534,29393,2308
Change Management,4,534,29394,2309
Continuous Improvement Management,4,534,29395,2332
Crisis Management,4,534,29396,2320
Data and Statistical Analytics,3,534,29397,2310
Health and Fatigue Risk Management,3,534,29398,2403
Manpower Planning and Deployment,4,534,29399,2329
Organisational Planning and Target Setting,4,534,29400,2312
People Development,4,534,29401,2330
Report Writing,3,534,29402,2314
Security Management,2,534,29403,2395
Staff Performance Management,4,534,29404,2331
Stakeholder Management,4,534,29405,2397
Vendor Management,4,534,29406,2399
Workplace Safety and Health Culture Development,5,534,29407,2406
Workplace Safety and Health for Incident and Accident Investigation,5,534,29408,2410
Workplace Traffic Safety Management,4,534,29409,2411
Bus Operations Control Management,4,1553,29410,2304
Bus Regulatory Compliance,3,1553,29411,2316
Business Continuity Planning,4,1553,29412,2308
Change Management,4,1553,29413,2309
Continuous Improvement Management,4,1553,29414,2332
Crisis Management,4,1553,29415,2320
Data and Statistical Analytics,2,1553,29416,2310
Health and Fatigue Risk Management,3,1553,29417,2403
Manpower Planning and Deployment,3,1553,29418,2329
People Development,4,1553,29419,2330
Report Writing,2,1553,29420,2314
Staff Performance Management,3,1553,29421,2331
Stakeholder Management,4,1553,29422,2397
Workplace Safety and Health Culture Development,4,1553,29423,2406
Workplace Safety and Health for Incident and Accident Investigation,4,1553,29424,2410
Budgeting,4,73,29425,2307
Bus Interchange Operations,4,73,29426,2303
Bus Regulatory Compliance,4,73,29427,2316
Business Continuity Planning,5,73,29428,2308
Change Management,4,73,29429,2309
Continuous Improvement Management,4,73,29430,2332
Crisis Management,4,73,29431,2320
Crowd Management,3,73,29432,2394
Data and Statistical Analytics,3,73,29433,2310
Health and Fatigue Risk Management,3,73,29434,2403
Manpower Planning and Deployment,4,73,29435,2329
Organisational Planning and Target Setting,4,73,29436,2312
People Development,4,73,29437,2330
Report Writing,3,73,29438,2314
Security Management,2,73,29439,2395
Service Excellence,3,73,29440,2396
Staff Performance Management,4,73,29441,2331
Stakeholder Management,4,73,29442,2397
Vendor Management,4,73,29443,2399
Workplace Safety and Health Culture Development,5,73,29444,2406
Workplace Safety and Health for Incident and Accident Investigation,5,73,29445,2410
Workplace Traffic Safety Management,4,73,29446,2411
Bus Equipment and Systems Operation,2,1321,29447,2300
Bus Fare Management,2,1321,29448,2301
Bus Regulatory Compliance,2,1321,29449,2316
Bus Service Route Operations Training and Development,3,1321,29450,2305
Bus Vehicle Operations,2,1321,29451,2306
Crisis Management,2,1321,29452,2320
Health and Fatigue Risk Management,1,1321,29453,2403
People Development,3,1321,29454,2330
Service Excellence,2,1321,29455,2396
Workplace Safety and Health Culture Development,2,1321,29456,2406
Workplace Safety and Health for Fire Prevention and Fire Fighting,1,1321,29457,2409
Workplace Safety and Health for Incident and Accident Investigation,2,1321,29458,2410
Workplace Traffic Safety Management,2,1321,29459,2411
Bus Depot Operations,2,64,29460,2299
Bus Garaging,2,64,29461,2302
Bus Regulatory Compliance,2,64,29462,2316
Bus Vehicle Operations,2,64,29463,2306
Continuous Improvement Management,2,64,29464,2332
Crisis Management,2,64,29465,2320
Health and Fatigue Risk Management,2,64,29466,2403
Report Writing,1,64,29467,2314
Security Management,1,64,29468,2395
Vendor Management,2,64,29469,2399
Workplace First-Aid,1,64,29470,2405
Workplace Safety and Health Culture Development,2,64,29471,2406
Workplace Safety and Health for Fire Prevention and Fire Fighting,1,64,29472,2409
Workplace Safety and Health for Incident and Accident Investigation,2,64,29473,2410
Workplace Traffic Safety Management,2,64,29474,2411
Bus Depot Operations,3,15,29475,2299
Bus Garaging,3,15,29476,2302
Bus Regulatory Compliance,3,15,29477,2316
Continuous Improvement Management,3,15,29478,2332
Crisis Management,3,15,29479,2320
Health and Fatigue Risk Management,3,15,29480,2403
Manpower Planning and Deployment,3,15,29481,2329
People Development,3,15,29482,2330
Report Writing,1,15,29483,2314
Security Management,1,15,29484,2395
Staff Performance Management,3,15,29485,2331
Vendor Management,3,15,29486,2399
Workplace First-Aid,1,15,29487,2405
Workplace Safety and Health Culture Development,3,15,29488,2406
Workplace Safety and Health for Fire Prevention and Fire Fighting,1,15,29489,2409
Workplace Safety and Health for Incident and Accident Investigation,3,15,29490,2410
Workplace Traffic Safety Management,3,15,29491,2411
Bus Interchange Operations,2,782,29492,2303
Bus Regulatory Compliance,2,782,29493,2316
Bus Vehicle Operations,2,782,29494,2306
Continuous Improvement Management,2,782,29495,2332
Crisis Management,2,782,29496,2320
Crowd Management,2,782,29497,2394
Health and Fatigue Risk Management,2,782,29498,2403
Report Writing,1,782,29499,2314
Security Management,1,782,29500,2395
Service Excellence,1,782,29501,2396
Workplace First-Aid,1,782,29502,2405
Workplace Safety and Health Culture Development,2,782,29503,2406
Workplace Safety and Health for Fire Prevention and Fire Fighting,1,782,29504,2409
Workplace Safety and Health for Incident and Accident Investigation,2,782,29505,2410
Workplace Traffic Safety Management,2,782,29506,2411
Bus Interchange Operations,3,945,29507,2303
Bus Regulatory Compliance,3,945,29508,2316
Continuous Improvement Management,3,945,29509,2332
Crisis Management,3,945,29510,2320
Crowd Management,3,945,29511,2394
Health and Fatigue Risk Management,3,945,29512,2403
Manpower Planning and Deployment,3,945,29513,2329
People Development,3,945,29514,2330
Report Writing,1,945,29515,2314
Security Management,1,945,29516,2395
Service Excellence,2,945,29517,2396
Staff Performance Management,3,945,29518,2331
Vendor Management,3,945,29519,2399
Workplace First-Aid,1,945,29520,2405
Workplace Safety and Health Culture Development,3,945,29521,2406
Workplace Safety and Health for Fire Prevention and Fire Fighting,1,945,29522,2409
Workplace Safety and Health for Incident and Accident Investigation,3,945,29523,2410
Workplace Traffic Safety Management,3,945,29524,2411
Asset Management,6,1448,29525,2323
Budgeting,4,1448,29526,2307
Business Continuity Planning,5,1448,29527,2308
Change Management,5,1448,29528,2309
Condition-based Assets Monitoring Management,5,1448,29529,2324
Continuous Improvement Management,5,1448,29530,2332
Data and Statistical Analytics,5,1448,29531,2310
Engineering Maintenance Management,5,1448,29532,2325
Innovation Management,5,1448,29533,2311
Internet of Things Application,4,1448,29534,2400
Organisational Planning and Target Setting,4,1448,29535,2312
People Development,5,1448,29536,2330
Project Management,5,1448,29537,2313
Rail Regulatory Compliance,5,1448,29538,2317
Staff Performance Management,4,1448,29539,2331
Stakeholder Management,4,1448,29540,2397
Strategy Planning,5,1448,29541,2315
Systems Engineering Thinking,5,1448,29542,2333
Technology Application,3,1448,29543,2402
Vendor Management,4,1448,29544,2399
Workplace Safety and Health Culture Development,5,1448,29545,2406
Workplace Safety and Health for Incident and Accident Investigation,5,1448,29546,2410
Workplace and Facilities Safety Management,4,1448,29547,2412
Asset Management,6,1724,29548,2323
Budgeting,4,1724,29549,2307
Business Continuity Planning,5,1724,29550,2308
Change Management,5,1724,29551,2309
Condition-based Assets Monitoring Management,5,1724,29552,2324
Continuous Improvement Management,5,1724,29553,2332
Data and Statistical Analytics,5,1724,29554,2310
Engineering Maintenance Management,5,1724,29555,2325
Innovation Management,5,1724,29556,2311
Internet of Things Application,4,1724,29557,2400
Maintenance Scheduling,5,1724,29558,2327
Manpower Planning and Deployment,4,1724,29559,2329
Organisational Planning and Target Setting,4,1724,29560,2312
People Development,5,1724,29561,2330
Project Management,5,1724,29562,2313
Rail Regulatory Compliance,5,1724,29563,2317
Robotics and Automation Application,4,1724,29564,2401
Staff Performance Management,4,1724,29565,2331
Stakeholder Management,4,1724,29566,2397
Strategy Planning,5,1724,29567,2315
Systems Engineering Thinking,5,1724,29568,2333
Wagon Maintenance,2,1675,29569,2393
Technology Application,3,1724,29570,2402
Vendor Management,4,1724,29571,2399
Workplace Safety and Health Culture Development,5,1724,29572,2406
Workplace Safety and Health for Incident and Accident Investigation,5,1724,29573,2410
Workplace and Facilities Safety Management,4,1724,29574,2412
Asset Management,6,1725,29575,2323
Budgeting,4,1725,29576,2307
Business Continuity Planning,5,1725,29577,2308
Change Management,5,1725,29578,2309
Condition-based Assets Monitoring Management,5,1725,29579,2324
Continuous Improvement Management,5,1725,29580,2332
Data and Statistical Analytics,5,1725,29581,2310
Engineering Maintenance Management,5,1725,29582,2325
Innovation Management,5,1725,29583,2311
Internet of Things Application,4,1725,29584,2400
Maintenance Scheduling,5,1725,29585,2327
Manpower Planning and Deployment,4,1725,29586,2329
Organisational Planning and Target Setting,4,1725,29587,2312
People Development,5,1725,29588,2330
Project Management,5,1725,29589,2313
Rail Regulatory Compliance,5,1725,29590,2317
Robotics and Automation Application,4,1725,29591,2401
Staff Performance Management,4,1725,29592,2331
Stakeholder Management,4,1725,29593,2397
Strategy Planning,5,1725,29594,2315
Systems Engineering Thinking,5,1725,29595,2333
Technology Application,3,1725,29596,2402
Vendor Management,4,1725,29597,2399
Workplace Safety and Health Culture Development,5,1725,29598,2406
Workplace Safety and Health for Incident and Accident Investigation,5,1725,29599,2410
Workplace and Facilities Safety Management,4,1725,29600,2412
Asset Management,6,1395,29601,2323
Budgeting,4,1395,29602,2307
Business Continuity Planning,5,1395,29603,2308
Change Management,5,1395,29604,2309
Condition-based Assets Monitoring Management,5,1395,29605,2324
Continuous Improvement Management,5,1395,29606,2332
Data and Statistical Analytics,5,1395,29607,2310
Engineering Maintenance Management,5,1395,29608,2325
Innovation Management,5,1395,29609,2311
Internet of Things Application,4,1395,29610,2400
Maintenance Scheduling,5,1395,29611,2327
Manpower Planning and Deployment,4,1395,29612,2329
Organisational Planning and Target Setting,4,1395,29613,2312
People Development,5,1395,29614,2330
Project Management,5,1395,29615,2313
Rail Regulatory Compliance,5,1395,29616,2317
Robotics and Automation Application,4,1395,29617,2401
Staff Performance Management,4,1395,29618,2331
Stakeholder Management,4,1395,29619,2397
Strategy Planning,5,1395,29620,2315
Systems Engineering Thinking,5,1395,29621,2333
Technology Application,3,1395,29622,2402
Vendor Management,4,1395,29623,2399
Workplace Safety and Health Culture Development,5,1395,29624,2406
Workplace Safety and Health for Incident and Accident Investigation,5,1395,29625,2410
Workplace and Facilities Safety Management,4,1395,29626,2412
Asset Management,6,692,29627,2323
Budgeting,4,692,29628,2307
Business Continuity Planning,5,692,29629,2308
Change Management,5,692,29630,2309
Condition-based Assets Monitoring Management,5,692,29631,2324
Continuous Improvement Management,5,692,29632,2332
Data and Statistical Analytics,5,692,29633,2310
Engineering Maintenance Management,5,692,29634,2325
High Voltage Power Systems Maintenance,4,692,29635,2357
Innovation Management,5,692,29636,2311
Low Voltage Power Systems Maintenance,4,692,29637,2360
Maintenance Scheduling,5,692,29638,2327
Manpower Planning and Deployment,4,692,29639,2329
Organisational Planning and Target Setting,4,692,29640,2312
People Development,5,692,29641,2330
Project Management,5,692,29642,2313
Rail Regulatory Compliance,5,692,29643,2317
Staff Performance Management,4,692,29644,2331
Stakeholder Management,4,692,29645,2397
Strategy Planning,5,692,29646,2315
Systems Engineering Thinking,5,692,29647,2333
Technology Application,3,692,29648,2402
Vendor Management,4,692,29649,2399
Workplace Safety and Health Culture Development,5,692,29650,2406
Workplace Safety and Health for Incident and Accident Investigation,5,692,29651,2410
Workplace and Facilities Safety Management,4,692,29652,2412
Asset Management,6,821,29653,2323
Budgeting,4,821,29654,2307
Business Continuity Planning,5,821,29655,2308
Change Management,5,821,29656,2309
Condition-based Assets Monitoring Management,5,821,29657,2324
Continuous Improvement Management,5,821,29658,2332
Data and Statistical Analytics,5,821,29659,2310
Engineering Maintenance Management,5,821,29660,2325
Innovation Management,5,821,29661,2311
Internet of Things Application,4,821,29662,2400
Maintenance Scheduling,5,821,29663,2327
Manpower Planning and Deployment,4,821,29664,2329
Organisational Planning and Target Setting,4,821,29665,2312
People Development,5,821,29666,2330
Project Management,5,821,29667,2313
Rail Regulatory Compliance,5,821,29668,2317
Robotics and Automation Application,4,821,29669,2401
Staff Performance Management,4,821,29670,2331
Stakeholder Management,4,821,29671,2397
Strategy Planning,5,821,29672,2315
Systems Engineering Thinking,5,821,29673,2333
Technology Application,3,821,29674,2402
Vendor Management,4,821,29675,2399
Workplace Safety and Health Culture Development,5,821,29676,2406
Workplace Safety and Health for Incident and Accident Investigation,5,821,29677,2410
Workplace and Facilities Safety Management,4,821,29678,2412
Asset Management,6,680,29679,2323
Budgeting,4,680,29680,2307
Business Continuity Planning,5,680,29681,2308
Change Management,5,680,29682,2309
Condition-based Assets Monitoring Management,5,680,29683,2324
Continuous Improvement Management,5,680,29684,2332
Data and Statistical Analytics,5,680,29685,2310
Engineering Maintenance Management,5,680,29686,2325
Innovation Management,5,680,29687,2311
Internet of Things Application,4,680,29688,2400
Maintenance Scheduling,5,680,29689,2327
Manpower Planning and Deployment,4,680,29690,2329
Organisational Planning and Target Setting,4,680,29691,2312
People Development,5,680,29692,2330
Project Management,5,680,29693,2313
Rail Regulatory Compliance,5,680,29694,2317
Robotics and Automation Application,4,680,29695,2401
Staff Performance Management,4,680,29696,2331
Stakeholder Management,4,680,29697,2397
Strategy Planning,5,680,29698,2315
Systems Engineering Thinking,5,680,29699,2333
Technology Application,3,680,29700,2402
Vendor Management,4,680,29701,2399
Workplace Safety and Health Culture Development,5,680,29702,2406
Workplace Safety and Health for Incident and Accident Investigation,5,680,29703,2410
Workplace and Facilities Safety Management,4,680,29704,2412
Asset Management,6,753,29705,2323
Budgeting,5,753,29706,2307
Business Continuity Planning,6,753,29707,2308
Change Management,6,753,29708,2309
Condition-based Assets Monitoring Management,5,753,29709,2324
Continuous Improvement Management,6,753,29710,2332
Data and Statistical Analytics,6,753,29711,2310
Engineering Maintenance Management,6,753,29712,2325
Innovation Management,6,753,29713,2311
Internet of Things Application,5,753,29714,2400
Organisational Planning and Target Setting,5,753,29715,2312
People Development,6,753,29716,2330
Project Management,6,753,29717,2313
Rail Regulatory Compliance,6,753,29718,2317
Staff Performance Management,5,753,29719,2331
Stakeholder Management,5,753,29720,2397
Strategy Planning,6,753,29721,2315
Systems Engineering Thinking,6,753,29722,2333
Technology Application,4,753,29723,2402
Vendor Management,5,753,29724,2399
Workplace Safety and Health Culture Development,6,753,29725,2406
Workplace Safety and Health for Incident and Accident Investigation,5,753,29726,2410
Workplace and Facilities Safety Management,5,753,29727,2412
Asset Management,6,1347,29728,2323
Budgeting,5,1347,29729,2307
Business Continuity Planning,6,1347,29730,2308
Change Management,6,1347,29731,2309
Condition-based Assets Monitoring Management,5,1347,29732,2324
Continuous Improvement Management,6,1347,29733,2332
Data and Statistical Analytics,6,1347,29734,2310
Engineering Maintenance Management,6,1347,29735,2325
Innovation Management,6,1347,29736,2311
Internet of Things Application,5,1347,29737,2400
Maintenance Scheduling,5,1347,29738,2327
Manpower Planning and Deployment,5,1347,29739,2329
Organisational Planning and Target Setting,5,1347,29740,2312
People Development,6,1347,29741,2330
Project Management,6,1347,29742,2313
Rail Regulatory Compliance,6,1347,29743,2317
Robotics and Automation Application,5,1347,29744,2401
Staff Performance Management,5,1347,29745,2331
Stakeholder Management,5,1347,29746,2397
Strategy Planning,6,1347,29747,2315
Systems Engineering Thinking,6,1347,29748,2333
Technology Application,4,1347,29749,2402
Vendor Management,5,1347,29750,2399
Workplace Safety and Health Culture Development,6,1347,29751,2406
Workplace Safety and Health for Incident and Accident Investigation,5,1347,29752,2410
Workplace and Facilities Safety Management,5,1347,29753,2412
Asset Management,6,1458,29754,2323
Budgeting,5,1458,29755,2307
Business Continuity Planning,6,1458,29756,2308
Change Management,6,1458,29757,2309
Condition-based Assets Monitoring Management,5,1458,29758,2324
Continuous Improvement Management,6,1458,29759,2332
Data and Statistical Analytics,6,1458,29760,2310
Engineering Maintenance Management,6,1458,29761,2325
Innovation Management,6,1458,29762,2311
Internet of Things Application,5,1458,29763,2400
Maintenance Scheduling,5,1458,29764,2327
Manpower Planning and Deployment,5,1458,29765,2329
Organisational Planning and Target Setting,5,1458,29766,2312
People Development,6,1458,29767,2330
Project Management,6,1458,29768,2313
Rail Regulatory Compliance,6,1458,29769,2317
Robotics and Automation Application,5,1458,29770,2401
Staff Performance Management,5,1458,29771,2331
Stakeholder Management,5,1458,29772,2397
Events Planning and Management,4,812,29773,2538
Strategy Planning,6,1458,29774,2315
Systems Engineering Thinking,6,1458,29775,2333
Technology Application,4,1458,29776,2402
Vendor Management,5,1458,29777,2399
Workplace Safety and Health Culture Development,6,1458,29778,2406
Workplace Safety and Health for Incident and Accident Investigation,5,1458,29779,2410
Workplace and Facilities Safety Management,5,1458,29780,2412
Asset Management,6,1231,29781,2323
Budgeting,5,1231,29782,2307
Business Continuity Planning,6,1231,29783,2308
Change Management,6,1231,29784,2309
Condition-based Assets Monitoring Management,5,1231,29785,2324
Continuous Improvement Management,6,1231,29786,2332
Data and Statistical Analytics,6,1231,29787,2310
Engineering Maintenance Management,6,1231,29788,2325
High Voltage Power Systems Maintenance,4,1231,29789,2357
Innovation Management,6,1231,29790,2311
Low Voltage Power Systems Maintenance,4,1231,29791,2360
Maintenance Scheduling,5,1231,29792,2327
Manpower Planning and Deployment,5,1231,29793,2329
Organisational Planning and Target Setting,5,1231,29794,2312
People Development,6,1231,29795,2330
Project Management,6,1231,29796,2313
Rail Regulatory Compliance,6,1231,29797,2317
Staff Performance Management,5,1231,29798,2331
Stakeholder Management,5,1231,29799,2397
Strategy Planning,6,1231,29800,2315
Systems Engineering Thinking,6,1231,29801,2333
Technology Application,3,1231,29802,2402
Vendor Management,5,1231,29803,2399
Workplace Safety and Health Culture Development,6,1231,29804,2406
Workplace Safety and Health for Incident and Accident Investigation,5,1231,29805,2410
Workplace and Facilities Safety Management,5,1231,29806,2412
Asset Management,6,403,29807,2323
Budgeting,5,403,29808,2307
Business Continuity Planning,6,403,29809,2308
Change Management,6,403,29810,2309
Condition-based Assets Monitoring Management,5,403,29811,2324
Continuous Improvement Management,6,403,29812,2332
Data and Statistical Analytics,6,403,29813,2310
Engineering Maintenance Management,6,403,29814,2325
Innovation Management,6,403,29815,2311
Internet of Things Application,5,403,29816,2400
Maintenance Scheduling,5,403,29817,2327
Manpower Planning and Deployment,5,403,29818,2329
Organisational Planning and Target Setting,5,403,29819,2312
People Development,6,403,29820,2330
Project Management,6,403,29821,2313
Rail Regulatory Compliance,6,403,29822,2317
Robotics and Automation Application,5,403,29823,2401
Staff Performance Management,5,403,29824,2331
Stakeholder Management,5,403,29825,2397
Strategy Planning,6,403,29826,2315
Systems Engineering Thinking,6,403,29827,2333
Technology Application,4,403,29828,2402
Vendor Management,5,403,29829,2399
Workplace Safety and Health Culture Development,6,403,29830,2406
Workplace Safety and Health for Incident and Accident Investigation,5,403,29831,2410
Workplace and Facilities Safety Management,5,403,29832,2412
Asset Management,6,592,29833,2323
Budgeting,5,592,29834,2307
Business Continuity Planning,6,592,29835,2308
Change Management,6,592,29836,2309
Condition-based Assets Monitoring Management,5,592,29837,2324
Continuous Improvement Management,6,592,29838,2332
Data and Statistical Analytics,6,592,29839,2310
Engineering Maintenance Management,6,592,29840,2325
Innovation Management,6,592,29841,2311
Internet of Things Application,5,592,29842,2400
Maintenance Scheduling,5,592,29843,2327
Manpower Planning and Deployment,5,592,29844,2329
Organisational Planning and Target Setting,5,592,29845,2312
People Development,6,592,29846,2330
Project Management,6,592,29847,2313
Rail Regulatory Compliance,6,592,29848,2317
Robotics and Automation Application,5,592,29849,2401
Staff Performance Management,5,592,29850,2331
Stakeholder Management,5,592,29851,2397
Strategy Planning,6,592,29852,2315
Systems Engineering Thinking,6,592,29853,2333
Technology Application,4,592,29854,2402
Vendor Management,5,592,29855,2399
Workplace Safety and Health Culture Development,6,592,29856,2406
Workplace Safety and Health for Incident and Accident Investigation,5,592,29857,2410
Workplace and Facilities Safety Management,5,592,29858,2412
Asset Management,5,551,29859,2323
Budgeting,4,551,29860,2307
Business Continuity Planning,5,551,29861,2308
Change Management,5,551,29862,2309
Condition-based Assets Monitoring Management,4,551,29863,2324
Continuous Improvement Management,5,551,29864,2332
Data and Statistical Analytics,5,551,29865,2310
Engineering Maintenance Management,4,551,29866,2325
Innovation Management,5,551,29867,2311
Internet of Things Application,4,551,29868,2400
Maintenance Scheduling,5,551,29869,2327
Manpower Planning and Deployment,4,551,29870,2329
Organisational Planning and Target Setting,4,551,29871,2312
People Development,5,551,29872,2330
Project Management,5,551,29873,2313
Rail Regulatory Compliance,5,551,29874,2317
Staff Performance Management,4,551,29875,2331
Stakeholder Management,4,551,29876,2397
Systems Engineering Thinking,5,551,29877,2333
Technology Application,3,551,29878,2402
Vendor Management,4,551,29879,2399
Workplace Safety and Health Culture Development,5,551,29880,2406
Workplace Safety and Health for Incident and Accident Investigation,4,551,29881,2410
Workplace and Facilities Safety Management,4,551,29882,2412
Asset Management,5,288,29883,2323
Budgeting,4,288,29884,2307
Business Continuity Planning,5,288,29885,2308
Change Management,5,288,29886,2309
Condition-based Assets Monitoring Management,4,288,29887,2324
Continuous Improvement Management,5,288,29888,2332
Data and Statistical Analytics,5,288,29889,2310
Engineering Maintenance Management,4,288,29890,2325
Innovation Management,5,288,29891,2311
Internet of Things Application,4,288,29892,2400
Maintenance Scheduling,5,288,29893,2327
Manpower Planning and Deployment,4,288,29894,2329
Organisational Planning and Target Setting,4,288,29895,2312
People Development,5,288,29896,2330
Project Management,5,288,29897,2313
Rail Regulatory Compliance,5,288,29898,2317
Robotics and Automation Application,4,288,29899,2401
Staff Performance Management,4,288,29900,2331
Stakeholder Management,4,288,29901,2397
Systems Engineering Thinking,5,288,29902,2333
Technology Application,3,288,29903,2402
Vendor Management,4,288,29904,2399
Workplace Safety and Health Culture Development,5,288,29905,2406
Workplace Safety and Health for Incident and Accident Investigation,4,288,29906,2410
Workplace and Facilities Safety Management,4,288,29907,2412
Asset Management,5,1313,29908,2323
Budgeting,4,1313,29909,2307
Business Continuity Planning,5,1313,29910,2308
Change Management,5,1313,29911,2309
Condition-based Assets Monitoring Management,4,1313,29912,2324
Continuous Improvement Management,5,1313,29913,2332
Data and Statistical Analytics,5,1313,29914,2310
Engineering Maintenance Management,4,1313,29915,2325
Innovation Management,5,1313,29916,2311
Internet of Things Application,4,1313,29917,2400
Maintenance Scheduling,5,1313,29918,2327
Manpower Planning and Deployment,4,1313,29919,2329
Organisational Planning and Target Setting,4,1313,29920,2312
People Development,5,1313,29921,2330
Project Management,5,1313,29922,2313
Rail Regulatory Compliance,5,1313,29923,2317
Robotics and Automation Application,4,1313,29924,2401
Staff Performance Management,4,1313,29925,2331
Stakeholder Management,4,1313,29926,2397
Systems Engineering Thinking,5,1313,29927,2333
Technology Application,3,1313,29928,2402
Vendor Management,4,1313,29929,2399
Workplace Safety and Health Culture Development,5,1313,29930,2406
Workplace Safety and Health for Incident and Accident Investigation,4,1313,29931,2410
Workplace and Facilities Safety Management,4,1313,29932,2412
Financial Analysis,4,812,29933,2478
Asset Management,5,521,29934,2323
Budgeting,4,521,29935,2307
Business Continuity Planning,5,521,29936,2308
Change Management,5,521,29937,2309
Condition-based Assets Monitoring Management,4,521,29938,2324
Continuous Improvement Management,5,521,29939,2332
Data and Statistical Analytics,5,521,29940,2310
Engineering Maintenance Management,4,521,29941,2325
Innovation Management,5,521,29942,2311
Internet of Things Application,4,521,29943,2400
Maintenance Scheduling,5,521,29944,2327
Manpower Planning and Deployment,4,521,29945,2329
Organisational Planning and Target Setting,4,521,29946,2312
People Development,5,521,29947,2330
Project Management,5,521,29948,2313
Rail Regulatory Compliance,5,521,29949,2317
Robotics and Automation Application,4,521,29950,2401
Staff Performance Management,4,521,29951,2331
Stakeholder Management,4,521,29952,2397
Systems Engineering Thinking,5,521,29953,2333
Technology Application,3,521,29954,2402
Vendor Management,4,521,29955,2399
Workplace Safety and Health Culture Development,5,521,29956,2406
Workplace Safety and Health for Incident and Accident Investigation,4,521,29957,2410
Workplace and Facilities Safety Management,4,521,29958,2412
Asset Management,5,604,29959,2323
Budgeting,4,604,29960,2307
Business Continuity Planning,5,604,29961,2308
Change Management,5,604,29962,2309
Condition-based Assets Monitoring Management,4,604,29963,2324
Continuous Improvement Management,5,604,29964,2332
Data and Statistical Analytics,5,604,29965,2310
Engineering Maintenance Management,4,604,29966,2325
High Voltage Power Systems Maintenance,4,604,29967,2357
Innovation Management,5,604,29968,2311
Low Voltage Power Systems Maintenance,4,604,29969,2360
Maintenance Scheduling,5,604,29970,2327
Manpower Planning and Deployment,4,604,29971,2329
Organisational Planning and Target Setting,4,604,29972,2312
People Development,5,604,29973,2330
Project Management,5,604,29974,2313
Rail Regulatory Compliance,5,604,29975,2317
Staff Performance Management,4,604,29976,2331
Stakeholder Management,4,604,29977,2397
Systems Engineering Thinking,5,604,29978,2333
Technology Application,3,604,29979,2402
Vendor Management,4,604,29980,2399
Workplace Safety and Health Culture Development,5,604,29981,2406
Workplace Safety and Health for Incident and Accident Investigation,4,604,29982,2410
Workplace and Facilities Safety Management,4,604,29983,2412
Asset Management,5,593,29984,2323
Budgeting,4,593,29985,2307
Business Continuity Planning,5,593,29986,2308
Change Management,5,593,29987,2309
Condition-based Assets Monitoring Management,4,593,29988,2324
Continuous Improvement Management,5,593,29989,2332
Data and Statistical Analytics,5,593,29990,2310
Engineering Maintenance Management,4,593,29991,2325
Innovation Management,5,593,29992,2311
Internet of Things Application,4,593,29993,2400
Maintenance Scheduling,5,593,29994,2327
Manpower Planning and Deployment,4,593,29995,2329
Organisational Planning and Target Setting,4,593,29996,2312
People Development,5,593,29997,2330
Project Management,5,593,29998,2313
Rail Regulatory Compliance,5,593,29999,2317
Robotics and Automation Application,4,593,30000,2401
Staff Performance Management,4,593,30001,2331
Stakeholder Management,4,593,30002,2397
